,report_date,report_content,day_of_week,post_date,post_id,post_title,wetsuit_adviezen_str,wetsuit_adviezen,post_url
2,,"Weekend verwachting
Donderdag en vrijdag flat. Zaterdag ws ook nog. Wel ligt er dan een rond depressiesysteem ten westen van Noorwegen. Deze stuurt lange swell onze kant op en komen pas maandag bij ons aan. Mogelijk staat er zondag wel wat meer onshore wind uit noordwest (4 of 5 bft) met een paar kleine windgolven later op de dag. Maandag en dinsdag zien er dan weer hoopvol uit, hoewel er deze keer minder zekerheid is over de forecast. Er zijn meer variabelen waardoor het net allemaal minder hoog zou kunnen uitpakken. In ieder geval zijn er zeker wel golven op termijn. Nu gewoon even doorbijten en teren op de mooie momenten van afgelopen tijd!",weekend,2019-03-19,post-31468,"Surfweer Dinsdag 19 maart 2019

","Wetsuit advies Water 7,5 gr C
Dinsdag: 5/4mm wetsuit, schoen 6mm hand 3mm
Woensdag: 5mm wetsuit, 3mm cap & 5mm schoen,  2mm hand
Weekend: 5mm wetsuit,  schoen 7mm, cap 3mm, hand 3mm
Maandag: 6mm wetsuit","5mm wetsuit,  schoen 7mm, cap 3mm, hand 3mm",http://surfweer.nl/surf/surfweer-dinsdag-19-maart-2019/
3,,"Wetsuit advies Water 7,5 gr C
Dinsdag: 5/4mm wetsuit, schoen 6mm hand 3mm
Woensdag: 5mm wetsuit, 3mm cap & 5mm schoen,  2mm hand
Weekend: 5mm wetsuit,  schoen 7mm, cap 3mm, hand 3mm
Maandag: 6mm wetsuit",wetsuit,2019-03-19,post-31468,"Surfweer Dinsdag 19 maart 2019

","Wetsuit advies Water 7,5 gr C
Dinsdag: 5/4mm wetsuit, schoen 6mm hand 3mm
Woensdag: 5mm wetsuit, 3mm cap & 5mm schoen,  2mm hand
Weekend: 5mm wetsuit,  schoen 7mm, cap 3mm, hand 3mm
Maandag: 6mm wetsuit",wetsuit,http://surfweer.nl/surf/surfweer-dinsdag-19-maart-2019/
0,2021-03-14 00:00:00.000000,"Donderdag 14 maart
Niet de beste dag van de week, hoewel de wind tijden het regengebied nog mooi zuidwest blijft. Na het koufront met felle buien draait de wind gedurende de eerste helft van de middag naar onshore WNW. De vorm is er dan al snel uit, maar op zich valt de hoeveelheid wind nog mee. Zeker in vergelijking met voorgaande dagen. Gemiddeld blijft er zo’n windkracht 6 van over vanmiddag. Wel echt WNW en helaas niet doordraaiend naar een NW richting. Maar op zich moet het te doen zijn voor de die-hards met een golfhoogte van 2 meter. Vooral in België zijn er kansen, hoewel het daar ook gewoon krachtig blijft waaien. Eigenlijk zit er niet zo’n verschil in wind tussen noord en zuid. Ook in Z- en N-H zijn er plekjes denkbaar waar je een peddelsessie zou kunnen wagen.",donderdag,2019-03-14,post-31445,"Surfweer donderdag 14 maart 2019

",,,http://surfweer.nl/surf/surfweer-donderdag-14-maart-2019/
1,2021-03-15 00:00:00.000000,"Vrijdag 15 maart
De wind is spelbreker, tenzij je heel vroeg al in het water ligt. Het zou maar een uurtje lang ZZW blijven voor en in de regen van het warmtefront. En alleen in het midden en noorden van de Hollandse kust. Zeeland en België krijgen al eerder te maken met een forse zuidwester tussen het warmtefront en het aankomende koudefront. Maar op zicht biedt dat ook weer kansen, want het is dan nog mooi laagwater. En in die knijpzone tussen de fronten wordt het eventjes behoorlijk zacht met 14 gr in Zeeland. Tot het koufront overtrekt met een paar fellere buien (hoewel dat waarschijnlijk best meevalt). Daarna zwakt in Zeeland en België de wind erg af naar zo’n 5 bft en de windrichting draait meer WNW onshore. Ook in Z-H (zuidelijke deel) wordt de wind fors minder. Eigenlijk een prima moment om het weekend in te gaan met en korte peddelsessie. Richting het noorden van Nederland is het een ander verhaal. Daar neemt de wind juist opnieuw toe na het front tijdens de 2e helft van de middag en blijft het tot het donker hard waaien uit WNW. Blow-out pal aanlandige condities voor alle noordelijke provincies. Maar wel goed voor de vorming van NW swell, die in de nacht dan doorgaat.",vrijdag,2019-03-14,post-31445,"Surfweer donderdag 14 maart 2019

",,,http://surfweer.nl/surf/surfweer-donderdag-14-maart-2019/
2,2021-03-15 00:00:00.000000,"Zaterdag 15 maart
Zaterdag opnieuw een frontaal systeem met eerst een warmtefront en daarna de toename van de wind in de warme sector. Het lijkt er op dat we net iets meer tijd hebben met een offshore moment in de vroege ochtend en de WNW swell van de vorige dag. Nu ook kansen in het zuidelijke deel van Z-H met opkomend tij bij zonsopgang (hoewel we die waarschijnlijk niet te zien krijgen). In de tweede helft van de ochtend is het gedaan met de rust en verloopt de rest van de dag vrij steady met een doorstaande ZZW-ZW wind dik 7bft. Niet eens zo slecht, omdat de swell er al is en de windgolven redelijk clean blijven met deze sideshore windrichting. Wel is het juiste getij heel belangrijk, want de wind is niet misselijk. Overigens zal de wind in N-H en in een groot deel van Z-H toch te veel onshore of te hard zijn. Vooral rond de piek 2e helft van de middag. Maar eigenlijk ook in de avond, want echt afnemen doet het niet. Wat wel afneemt is de regenkans in het noorden later op de middag. In het zuidwesten al veel eerder, daar is het einde ochtend al weer droog. Daardoor mist België en ws Zeeland wel het moment van windstilte in de vroege ochtend. Maar goed, dat zijn wel weer de regio’s waar genoeg te vinden is met en dankzij die harde wind.",zaterdag,2019-03-14,post-31445,"Surfweer donderdag 14 maart 2019

",,,http://surfweer.nl/surf/surfweer-donderdag-14-maart-2019/
3,,"Verdere vooruitzichten
Zondag worden de weerkaarten pas echt interessant. Een 970 hPa diep en perfect rond lagedrukgebied nestelt zich in de Noordzee en beweegt richting Noorwegen. Het zal wel even duren voordat de dikste swells arriveren. Zondag hebben we vooral te maken met de regen van het laag en nog niet zozeer de swell. En het waait ook nog aardig met af en toe WZW 6bft. Vooral in het noorden blijft het flink doorwaaien. In Zeeland minder, maar daar is dan de swell nog echt doorgezet. Ergens tussen het midden en noorden zal het nog wel redelijk goed te surfen zijn. Vooral in de vroege ochtend of later als het 2e golfveld van de WNW wind arriveert. De noordswells arriveren pas maandag met 2-3m en 10 sec swellperiode. Dat zijn dus stevige bakken en te veel van het goede op de meeste plaatsen. Ook is de wind nog wel van de partij met een windkracht 5 afnemend naar 4 uit noordwestelijke windrichtingen. Toch lijkt het er op dat dit de dikst mooiste dag gaat worden. Dinsdag wordt de cleanst mooiste dag, met geen wind zoals het er nu naar uit ziet. Vooral op de open stranden van N-H (en deels Z-H) maar ook de wadden, is dinsdag de dag om vrij te nemen volgende week!",verdere,2019-03-14,post-31445,"Surfweer donderdag 14 maart 2019

",,,http://surfweer.nl/surf/surfweer-donderdag-14-maart-2019/
4,,"Waterwear advies
Donderdag: 5mm wetsuit",waterwear,2019-03-14,post-31445,"Surfweer donderdag 14 maart 2019

",,,http://surfweer.nl/surf/surfweer-donderdag-14-maart-2019/
0,2021-03-05 00:00:00.000000,"Dinsdag 5 maart
Vandaag val het alles mee met de wind en staat er slechts een kleine windkracht 5 uit zuidwest. De swell komt nog een tijdje uit west. In regio midden en in Noord-Holland komen de golven ook nog een lange tijd uit WNW, zo te zien op de spectra boei-metingen. Het is lekker weer met veel zon en de wind zal nog iets naar zuidwest krimpen waardoor het nog wat cleaner wordt. Ook het steeds gunstiger wordende getij speelt een belangrijke rol. Wel staat er dan wat stroming, maar de push zal zeker nodig zijn om er een wat mooiere lijn in te krijgen. Die duurt in het zuiden overigens maar kort. Daar valt ’s avonds niet meer echt te surfen, omdat de swell dan is afgenomen en te veel west is ipv WNW. De meest gunstige surf vandaag dus in het midden en noorden. Einde middag trekt overigens de wind iets aan en wordt het wat meer bewolkt vanuit het zuiden. Het blijft wel droog.",dinsdag,2019-03-05,post-31424,"Surfweer dinsdag 5 maart 2019

","Wetsuit adviezen (+6C op de wadden, +8C BE en Zeeland):",dinsdag,http://surfweer.nl/surf/surfweer-dinsdag-5-maart-2019/
1,2021-03-06 00:00:00.000000,"Woensdag 6 maart
Woensdag komt de wind in de ochtend uit het zuidoosten, waardoor er nauwelijks nog een golf zal staan. Wellicht komt er in het uiterste noorden nog wel een plukje noordswell binnen. Maar de wind is eigenlijk te hard met zuidoost 7 boven zee. Eind van de ochtend ruimt de wind naar zuid en kan er van dit windveld wel een golfje aflopen richting de noord hollandse stranden. In het zuiden blijft het gewoon flat. De wind neemt eind van de middag snel af, maar de golven blijven dankzij de offshore vrij clean (alleen steeds kleiner) in het noorden. ",woensdag,2019-03-05,post-31424,"Surfweer dinsdag 5 maart 2019

","Wetsuit adviezen (+6C op de wadden, +8C BE en Zeeland):",woensdag,http://surfweer.nl/surf/surfweer-dinsdag-5-maart-2019/
2,2021-03-07 00:00:00.000000,"Donderdag 7 maart
Donderdag wordt een verwaaide dag met windkracht 7 uit ZW of WZW. In de eerste uurtje waait het nog niet, maar is er ook geen golf. Die komen pas later met de toename van de wind op nadering van de trog. Achter dit systeem met felle buien en harde windstoten komt er nog een tweede trog in de vorm van een occlusie (zie weerkaart). Nabij, maar zelfs tussenin kan het aardig spoken met windkracht 7. Toch is het dankzij de side-shore nog prima te surfen op veel spots. Zolang het niet te veel stroomt. Echt veel meer wind wordt pas verwacht eind van de middag en avond. Daar zit voor Zeeland wel het juist getij, dus lastige afweging. Of gewoon nog even 1 nachtje wachten.",donderdag,2019-03-05,post-31424,"Surfweer dinsdag 5 maart 2019

","Wetsuit adviezen (+6C op de wadden, +8C BE en Zeeland):",donderdag,http://surfweer.nl/surf/surfweer-dinsdag-5-maart-2019/
3,2021-03-08 00:00:00.000000,"Vrijdag 8 maart
Achter de stormachtige noordwester van donderdag zit verder op de Noordzee gewoon een dikke storm uit het noorden. De golfhoogtes lopen op tot 6 meter en de Noordzee staat helemaal rood van de de noord-swell op dit DWD-kaartje. Vrijdag wordt zeker geen kattenpis en in de ochtend is het gewoon te veel van het goede, ook al waait het nauwelijks. Het probleem zit hem dan nog in de windrichting en het getij. Zowel de eerste als de laatste worden heel snel gunstig in Zeeland en vooral België. Onze zuiderburen zijn een keertje echt de place to be met een overal een naar zuidwest draaiende windkracht 2 met 2 meter swell NW swell. Het feest daar gaat eigenlijk door tot einde middag, maar wordt dan al minder krachtig. Voor alle andere kustregio’s is het eerder andersom. Daar zal het lang wachten zijn voor de wind ook naar zuidwest gaat, maar uiteindelijk gebeurd dit ook! ",vrijdag,2019-03-05,post-31424,"Surfweer dinsdag 5 maart 2019

","Wetsuit adviezen (+6C op de wadden, +8C BE en Zeeland):",vrijdag,http://surfweer.nl/surf/surfweer-dinsdag-5-maart-2019/
4,,"Weekend-verwachting
De zuidwesten wind komt terug en geeft weer nieuwe swell uit WNW op zaterdagmiddag. Er lijkt in de middag een moment van minder harde wind op te zitten rond het begin van de vloed. Dat gaat dan gepaard met de nodige stroming, dus in Zeeland minder gunstig. Daar kan men beter al eerder gaan, wanneer het nog waait. In Belgie juist later op de dag, zodra de WNW swell er nog bij komt. In de avond gaat het echter weer fel waaien met een WNW-er storm op de Noordzee.
Zondag beloofd een heel stuk rustiger te worden. De swell komt goed binnen, vooral in Z-H en noordelijker. In Belgie heel clean zonder wind, maar vele male kleiner. Beste is dus een beetje tussenin te gaan zitten, want op de Wadden en in de kop van N-H blijft het wel gewoon de hele dag waaien. Daarbij de hele dag lekker veel zon, hoewel dat zaterdag ook al een groot deel van de middag het geval is. Maandag weer nieuwe stormen op koers met veel wind. In het begin van de week nog uit WZW, later meer WNW-ers. De lagedrukgebieden met wind, regen en golven blijven nog doorgaan tot eerste dag van de astronomische lente (20 maart)! Daarna verschijnen pas de eerste hogedrukgebieden op de kaart..",weekend-verwachting,2019-03-05,post-31424,"Surfweer dinsdag 5 maart 2019

","Wetsuit adviezen (+6C op de wadden, +8C BE en Zeeland):",weekend-verwachting,http://surfweer.nl/surf/surfweer-dinsdag-5-maart-2019/
5,,"Wetsuit adviezen (+6C op de wadden, +8C BE en Zeeland):",wetsuit,2019-03-05,post-31424,"Surfweer dinsdag 5 maart 2019

","Wetsuit adviezen (+6C op de wadden, +8C BE en Zeeland):",wetsuit,http://surfweer.nl/surf/surfweer-dinsdag-5-maart-2019/
0,2021-02-26 00:00:00.000000,"Dinsdag 26 februari 
De swell die onderweg is ontstond afgelopen zondagochtend uit het lagedrukgebied tussen IJsland en Noorwegen. De reisduur is dus exact tweeëneenhalve dag, wat precies overeen komt met de geldende regels. Die zijn namelijk eigenlijk altijd + 2 dagen voor swell vanaf de lijn Zuid-Noorwegen – IJsland en + 3 dagen voor swell vanaf een depressie bij Spitsbergen. Soms kan het wel +5 dagen duren, maar dan ligt de storm meer op de Barentszee, boven Rusland. En als het zo doorgaat met de opwarming van de aarde, krijgen we straks het gehele zeegebied rond de Noordpool er bij als bron van swell. De vraag is dan echter of Scheveningen nog wel Scheveningen zal zijn. Maar goed, dat is iets voor de dag van morgen. Vandaag komt het in ieder geval nog niet echt goed door toch de regio’s Scheveningen en zuidelijker. Wel richting Noord-Holland, daar met einde laag al de eerste leuke lijnen voor longboarden en misschien zelfs dikke fish. Op de wadden zeker wel dat laatste. Vooral die wat meer naar het oosten zijn gelegen, hoewel Texel er ook niet verkeerd uit ziet. Het blijft in ieder geval lekker lang licht dankzij de vlekkenloze hemel.",dinsdag,2019-02-26,post-31411,"Surfweer Dinsdag 26 februari 2019

","Wetsuit adviezen (water 7 C)
Dinsdag: 4/3 wetsuit met vest,  schoen6mm, hand3mm
Woensdag: 5/4mm wetsuit, schoen 5mm hand 3mm
Donderdag: 5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand
Weekend: 6 of 5mm wetsuit 3mm cap, schoen6mm en hand4mm.","4/3 wetsuit met vest,  schoen6mm, hand3mm",http://surfweer.nl/surf/surfweer-dinsdag-26-februari-2019/
1,2021-02-27 00:00:00.000000,"Woensdag 27 februari
Ook woensdag loopt deze swell nog door, hoewel het mooiste getij dan al is geweest. Ook de peak van de swell is dan al gepasseerd, want die wordt door de computermodellen berekend voor de nacht van dinsdag op woensdag. Daarbij kan het in de vroege ochtend ook wat mistig zijn, dus de webcams zijn mogelijk niet te checken. Die mis wordt nu overigens eerder boven Z-H berekend dan over N-H. En in het zuiden is de kans op surf sowieso veel kleiner. In de middag is het te laagwater om lekker door te surfen. Of dat in de namiddag wel lukt zal moeten blijven uit de metingen. In ieder geval is dit soort swells niet meteen weer weg. Dus die kans is er zeker. Helemaal op de wadden. ",woensdag,2019-02-26,post-31411,"Surfweer Dinsdag 26 februari 2019

","Wetsuit adviezen (water 7 C)
Dinsdag: 4/3 wetsuit met vest,  schoen6mm, hand3mm
Woensdag: 5/4mm wetsuit, schoen 5mm hand 3mm
Donderdag: 5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand
Weekend: 6 of 5mm wetsuit 3mm cap, schoen6mm en hand4mm.","5/4mm wetsuit, schoen 5mm hand 3mm",http://surfweer.nl/surf/surfweer-dinsdag-26-februari-2019/
2,2021-02-28 00:00:00.000000,"Donderdag 28 februari
Ondertussen is er alweer een tweede swell bijna tot onze noordkust geraakt. Het lagedrukgebied dat tussen dinsdagavond en woensdagochtend over IJsland trok is hier verantwoordelijk voor. De swell zal echter minder mooi worden gemaakt door de verwachte onshore wind op donderdag. Een eerste storing vanaf de Atlantische Oceaan komt alweer dichterbij met meer drukverschillen en dus meer verplaatsing van luchtmassa’s. Dat brengt ook weer de eerste wolken en kans op neerslag met zich mee. Overigens is de wind in de ochtend nog gewoon offshore zuidelijk. Alleen dan zal de swell nog niet gearriveerd zijn. Vrijdag is die kans groter.",donderdag,2019-02-26,post-31411,"Surfweer Dinsdag 26 februari 2019

","Wetsuit adviezen (water 7 C)
Dinsdag: 4/3 wetsuit met vest,  schoen6mm, hand3mm
Woensdag: 5/4mm wetsuit, schoen 5mm hand 3mm
Donderdag: 5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand
Weekend: 6 of 5mm wetsuit 3mm cap, schoen6mm en hand4mm.","5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand",http://surfweer.nl/surf/surfweer-dinsdag-26-februari-2019/
3,2020-02-29 00:00:00.000000,"Vrijdag 29 februari
Ineens is het weertype omgeslagen van +17 graden naar max +7 graden overdag. Afkoeling in de nacht is ook verdwenen met +5 graden als minimumtemperatuur. De wind komt uit het noorden. Niet meer zo (vrij) krachtig als donderdag, maar wel genoeg om de chop er weer in te krijgen. Ondanks dit is het misschien toch lekker om nogmaals een nat pak te halen. Helemaal omdat de verre noordswell nog wat gecombineerd wordt met een swell van dichterbij (door de onshore wind van donderdag). De wind is meer gunstig later op de dag dan eerder. Alleen of de swell dat ook is, is nu nog de vraag.",vrijdag,2019-02-26,post-31411,"Surfweer Dinsdag 26 februari 2019

","Wetsuit adviezen (water 7 C)
Dinsdag: 4/3 wetsuit met vest,  schoen6mm, hand3mm
Woensdag: 5/4mm wetsuit, schoen 5mm hand 3mm
Donderdag: 5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand
Weekend: 6 of 5mm wetsuit 3mm cap, schoen6mm en hand4mm.",vrijdag,http://surfweer.nl/surf/surfweer-dinsdag-26-februari-2019/
4,,"Weekendverwachting
Herfst. De Noordzee gaat compleet los met stormachtige condities uit west. Op zaterdagochtend nog niet al te veel wind met wat kleine golfjes. Zaterdagavond waait het hard uit zuidwest en geeft de eerst lokale windswell al betere hoogte. Zondag vliegt een kleine depressiekern boven de wadden langs en kan ook al wat NW swell onze kant op duwen. En zo niet, dan staan er al zat golven dankzij de harde zuidwestenwind. Ergens tussen zondag en maandag zit er een moment met wind-krimping en windafname in (wind uit het zuiden). Veroorzaakt door een zeer zuidelijke golfvorming (op 11 km hoogte) in het polaire front dat zondag pal over de Azoren eilanden ligt. Exacte positionering hiervan is altijd even afwachten, maar als deze golf in het front (ik heb het hier dus niet over oceaangolven) nog wat vertraagd, dan is geef zondagavond en maandagochtend hele mooie condities voor bijna alle kustregio’s. Het resultaat van deze uitdiepende randstoring zelf komt op maandag overdag door de Noordzee heen geblazen met mogelijk een storm. Dinsdag neemt de wind wat af naar meer behapbare proporties en ook weer lekkere golven. In de dagen daarna mogelijk noordswells met nog minder wind, maar niet voor lange duur. De depressie blijven maar komen en gaan tot diep in de maand. Kortom, een onafgebroken periode met wind en golven beloofd een mooie afsluiting van deze winter te gaan geven!",weekendverwachting,2019-02-26,post-31411,"Surfweer Dinsdag 26 februari 2019

","Wetsuit adviezen (water 7 C)
Dinsdag: 4/3 wetsuit met vest,  schoen6mm, hand3mm
Woensdag: 5/4mm wetsuit, schoen 5mm hand 3mm
Donderdag: 5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand
Weekend: 6 of 5mm wetsuit 3mm cap, schoen6mm en hand4mm.",weekendverwachting,http://surfweer.nl/surf/surfweer-dinsdag-26-februari-2019/
5,,"Wetsuit adviezen (water 7 C)
Dinsdag: 4/3 wetsuit met vest,  schoen6mm, hand3mm
Woensdag: 5/4mm wetsuit, schoen 5mm hand 3mm
Donderdag: 5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand
Weekend: 6 of 5mm wetsuit 3mm cap, schoen6mm en hand4mm.",wetsuit,2019-02-26,post-31411,"Surfweer Dinsdag 26 februari 2019

","Wetsuit adviezen (water 7 C)
Dinsdag: 4/3 wetsuit met vest,  schoen6mm, hand3mm
Woensdag: 5/4mm wetsuit, schoen 5mm hand 3mm
Donderdag: 5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand
Weekend: 6 of 5mm wetsuit 3mm cap, schoen6mm en hand4mm.",wetsuit,http://surfweer.nl/surf/surfweer-dinsdag-26-februari-2019/
0,2021-02-20 00:00:00.000000,"Woensdag 20 februari
Eigenlijk valt de absolute flatness nog best mee, aangezien we gisteren al windgolven hadden en er vandaag al een eerste swell uit het noorden kan worden verwacht. De Haewene Brim boei (UK) metingen liegen er niet om met een nu doorstaande noordelijke swell van bijna 3m op 12,5 seconde periode. De eerste snel reizende sets zijn ook al te zien in de spectra, maar helaas liggen de A12 boeimetingen er momenteel uit. Toch is het signaal op de zuidelijker gelegen F16 boei al zo sterk dat het vandaag op de wadden al zeker kan gaan binnenkomen. Dit in combinatie met een stevige zuidelijke wind, maakt het de swell wel lastiger om echt al goed door te komen vandaag.",woensdag,2019-02-20,post-31401,"Surfweer woensdag 20 februari 2019

","Wetsuit adviezen (water 7 C)
Woensdag: 6/5mm met cap 3mm, schoen 7mm hand 4mm
Donderdag: 5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand
Vrijdag: 5mm wetsuit 2mm cap, schoen 6mm en hand 3mm.","6/5mm met cap 3mm, schoen 7mm hand 4mm",http://surfweer.nl/surf/surfweer-woensdag-20-februari-2019/
1,2021-02-21 00:00:00.000000,"Donderdag 21 februari
Gelukkig is de wind maar van korte duur en kan de originele swell uit het noorden weer ongestoord richting onze kust bewegen. De getijden voor donderdag zijn niet helemaal ideaal wat betreft het piekmoment van de binnenkomende swell in de ochtend. Maar dat maakt in principe niet zo veel uit. Ook op de achterste banken breken dit soort lange periodes goed krachtig met lange ritten naar de shore als resultaat. Wel staat er (vooral in de kop van N-H) de hele dag een klein beetje wind uit ZZW ruimend WZW, waardoor het niet helemaal glassy kan zijn. Op zich is die wind te weinig om er echt vat op te hebben, zeker wanneer het tij er weer in komt later op de dag. Dan zijn ook de zuidelijke kustregio’s aan de beurt met een leuke restdeining. Uiteraard geen 3 meter meer, maar zeker nog 70cm pure swell voor noordelijke Zeeland en zuidelijk Zuid-Holland. Richting N-H is die swell al snel hoger, 100cm op z’n max. Op de wadden zelfs iets meer. Daar wordt het een prachtige namiddag en avond, vooral richting de oostelijke waddenstranden. Dus de plek waar de KNRM je graag voor uitnodigt! Wat betreft de Vlaamse stranden is het even afwachten wat er precies gaat doorkomen van die hoge periode. Waarschijnlijk is het wel te surfen met een longboard, zeker op de spots wat verder weg van de Westerschelde. De wind is daar in ieder geval helemaal nihil en de lijntjes dus superglassy! ",donderdag,2019-02-20,post-31401,"Surfweer woensdag 20 februari 2019

","Wetsuit adviezen (water 7 C)
Woensdag: 6/5mm met cap 3mm, schoen 7mm hand 4mm
Donderdag: 5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand
Vrijdag: 5mm wetsuit 2mm cap, schoen 6mm en hand 3mm.","5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand",http://surfweer.nl/surf/surfweer-woensdag-20-februari-2019/
2,,"Weekend & daarna
Ook vrijdag komt er nog een klein golfje door van het eerder genoemde swellfront. Dat zal dan alleen in de ochtend zijn bij de restjes hoogwater in het noorden en midden. Daarna gaat het ‘luchtruim’ voor een bepaalde tijd op slot. Lagedrukgebieden zitten ver weg op de Oceaan en hebben geen enkele impact op het weer danwel het surfweer bij ons. Van zondag op maandag lijkt er nog wel één depressie overlangs te trekken via Spitsberen. Daar zou in het meest gunstige geval midden volgende week nog een kniehoge sessie uit voort kunnen rollen. Daarna beloofd er een omslag plaats te gaan vinden in het weertype. Maar dat is inmiddels dan al in de eerste week van Maart!",weekend,2019-02-20,post-31401,"Surfweer woensdag 20 februari 2019

","Wetsuit adviezen (water 7 C)
Woensdag: 6/5mm met cap 3mm, schoen 7mm hand 4mm
Donderdag: 5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand
Vrijdag: 5mm wetsuit 2mm cap, schoen 6mm en hand 3mm.",weekend,http://surfweer.nl/surf/surfweer-woensdag-20-februari-2019/
3,,"Wetsuit adviezen (water 7 C)
Woensdag: 6/5mm met cap 3mm, schoen 7mm hand 4mm
Donderdag: 5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand
Vrijdag: 5mm wetsuit 2mm cap, schoen 6mm en hand 3mm.",wetsuit,2019-02-20,post-31401,"Surfweer woensdag 20 februari 2019

","Wetsuit adviezen (water 7 C)
Woensdag: 6/5mm met cap 3mm, schoen 7mm hand 4mm
Donderdag: 5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand
Vrijdag: 5mm wetsuit 2mm cap, schoen 6mm en hand 3mm.",wetsuit,http://surfweer.nl/surf/surfweer-woensdag-20-februari-2019/
0,2021-02-12 00:00:00.000000,"Dinsdag 12 februari
De maanstand staat in het eerste kwartier waardoor er niet al te veel getijverschil is en de golven bij laagwater dus niet helemaal wegebben. De wind komt uit het zuidwesten, wat het golfoppervlak nog wel licht choppy kan maken, vooral in Noord-Holland en in noordelijke Zuid-Holland. In België en Zeeland wordt het wachten op vloed alvorens er weer een beetje lekker gesurft kan worden met cleane ritjes van 1 meter hoog. Die hoogte is een inschatting op basis van de ruim 2 meter noordswell die wordt gemeten op de Haewene Brim boei, die vlakbij de beruchte Devil’s Hole is gepositioneerd. De Noordzee is daar meer dan 200 meter diep, dus de swell kan daar zonder wrijving naar het zuiden afreizen. Overigens zit er een fout in de weergave van de swellrichting, al zo lang dat ie operationeel is. Deze zul je visueel een kwartslag naar link moeten draaien. Nu is de swellrichting oost met een hoogte van meer dan 2 meter. Maar dat is dus noord. En van deze hoogte gaat zeker nog de helft af op het moment dat de Noordzee weer ondieper wordt. Dus reken op ruim 1 meter voor de kusten van Holland (op de wadden iets meer). En verder op een kleine meter voor Zeeland (nog iets minder voor België vanwege de ondieptes voor de UK kust bij Norfolk). Wel is het getij en de windrichting vandaag voor Zeeland en Belgie, met het tweede hoogwater nog ruim voor het weer donker is.
Nog een manier om de swell in de Noordzee te checken zijn de metingen van het Engelse Cefas Wavenet. Daar is ook weer een gebruikshandleiding voor nodig, want de richting van de blauwe metingen is van de windrichting. En die is vandaag zuidwest over de gehele Noordzee. In het noordelijke deel is deze wind hard tot stormachtig, maar bij ons tot het invallen van de avond zwak tot matig. Hoewel de wind in Noord-Holland eind van de middag al vrij krachtig kan zijn. Dat brengt helaas dus wel weer wat chop met zich mee.",dinsdag,2019-02-12,post-31377,"Surfweer Dinsdag 12 februari 2019

","Wetsuit-advies:
Dinsdag: 6/5mm met cap 3mm, schoen 7mm hand 4mm
Woensdag: 5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand
Zondag: 5mm wetsuit 2mm cap, schoen 6mm en hand 3mm.","6/5mm met cap 3mm, schoen 7mm hand 4mm",http://surfweer.nl/surf/surfweer-dinsdag-12-februari-2019/
1,2021-02-13 00:00:00.000000,"Woensdag 13 februari
De stormachtige zuidwester blokkeert de verdere doorgang van swells uit het noorden, maar woensdagnacht gaat de wind weer liggen. Er zal dus nog wel iets van de 10s periodeswell kunnen doorkomen bij het einde van laagwater in het noorden. De wind is daarbij opnieuw zuidwest, dus echt clean zal het niet zijn (muv een beetje beschutting). Hoewel die later in de middag iets naar ZZW krimpt en in Zuid-Holland tijdelijk afneemt. Van de wind zelf zijn overigens geen golven te verwachten. Het is puur de swell die nog met de laatste restjes doorkomt.",woensdag,2019-02-12,post-31377,"Surfweer Dinsdag 12 februari 2019

","Wetsuit-advies:
Dinsdag: 6/5mm met cap 3mm, schoen 7mm hand 4mm
Woensdag: 5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand
Zondag: 5mm wetsuit 2mm cap, schoen 6mm en hand 3mm.","5mm wetsuit, 3mm cap & 6mm schoen + 3mm hand",http://surfweer.nl/surf/surfweer-dinsdag-12-februari-2019/
